recency,frequency,monetary,R_score,F_score,M_score,RFM,Segment
240,2,178.96,1,3,1,131,Others
52,7,2354.25,3,5,5,355,Big Spenders
46,1,498.74,3,1,3,313,Others
226,1,259.45,1,1,2,112,Others
8,17,6580.44,5,5,5,555,Champions
4,4,1194.73,5,4,4,544,Recent
165,2,1327.16,2,3,4,234,Others
240,1,623.5,1,1,3,113,Others
11,1,301.29,5,1,2,512,Recent
134,1,520.8000000000001,2,1,3,213,Others
17,10,5314.47,4,5,5,455,Big Spenders
10,13,4745.69,5,5,5,555,Champions
31,1,329.25,4,1,2,412,Others
75,1,296.42,2,1,2,212,Others
1,3,961.49,5,3,4,534,Recent
4,3,1936.07,5,3,4,534,Recent
45,1,401.40000000000003,3,1,2,312,Others
2,30,18641.010000000002,5,5,5,555,Champions
357,1,158.16,1,1,1,111,Lost
18,2,304.47,4,3,2,432,Others
69,3,843.05,3,3,3,333,Others
373,1,487.75,1,1,2,112,Others
321,1,163.0,1,1,1,111,Lost
26,1,106.56,4,1,1,411,Others
331,1,1289.5,1,1,4,114,Others
9,5,1624.05,5,4,4,544,Recent
323,1,135.75,1,1,1,111,Lost
72,1,224.14,3,1,1,311,Others
260,1,40.5,1,1,1,111,Lost
18,5,2206.95,4,4,5,445,Others
367,1,87.5,1,1,1,111,Lost
66,3,689.4799999999999,3,3,3,333,Others
154,2,622.85,2,3,3,233,Others
29,2,406.76,4,3,2,432,Others
70,1,310.62,3,1,2,312,Others
14,2,411.41,4,3,2,432,Others
2,16,4777.18,5,5,5,555,Champions
1,41,16225.39,5,5,5,555,Champions
120,3,1044.32,2,3,4,234,Others
61,1,499.32,3,1,3,313,Others
3,15,7616.53,5,5,5,555,Champions
3,1,3861.0,5,1,5,515,Recent
11,3,1079.6100000000001,5,3,4,534,Recent
92,2,193.64,2,3,1,231,Others
59,4,1268.7,3,4,4,344,Others
87,5,1236.54,2,4,4,244,Others
26,6,1827.8,4,5,4,454,Others
357,1,316.58,1,1,2,112,Others
85,2,653.24,2,3,3,233,Others
10,4,420.29999999999995,5,4,2,542,Recent
1,5,870.12,5,4,3,543,Recent
225,1,331.18,1,1,2,112,Others
60,2,894.4100000000001,3,3,3,333,Others
241,1,101.8,1,1,1,111,Lost
319,2,328.35,1,3,2,132,Others
2,8,1661.44,5,5,4,554,Loyal
47,3,734.94,3,3,3,333,Others
88,1,96.6,2,1,1,211,Others
11,11,5756.89,5,5,5,555,Champions
176,1,305.75,2,1,2,212,Others
52,6,1778.96,3,5,4,354,Others
366,1,403.25,1,1,2,112,Others
319,1,585.0,1,1,3,113,Others
226,2,755.75,1,3,3,133,Others
358,2,322.08,1,3,2,132,Others
234,1,409.40000000000003,1,1,2,112,Others
311,1,154.41,1,1,1,111,Lost
37,5,1219.4,3,4,4,344,Others
66,4,3386.71,3,4,5,345,Others
239,2,429.6,1,3,2,132,Others
113,2,612.06,2,3,3,233,Others
277,1,197.0,1,1,1,111,Lost
218,12,2247.51,1,5,5,155,Big Spenders
299,1,321.05,1,1,2,112,Others
2,4,1412.32,5,4,4,544,Recent
29,3,1071.99,4,3,4,434,Others
10,2,780.59,5,3,3,533,Recent
45,5,1706.57,3,4,4,344,Others
67,8,1756.44,3,5,4,354,Others
74,1,316.68,2,1,2,212,Others
65,2,631.57,3,3,3,333,Others
134,3,2515.84,2,3,5,235,Others
238,2,514.15,1,3,3,133,Others
122,1,356.0,2,1,2,212,Others
32,13,6688.46,4,5,5,455,Big Spenders
9,11,10484.99,5,5,5,555,Champions
36,2,740.78,3,3,3,333,Others
16,5,918.1999999999999,4,4,3,443,Others
127,1,300.36,2,1,2,212,Others
67,1,890.85,3,1,3,313,Others
149,1,98.45,2,1,1,211,Others
283,1,317.15,1,1,2,112,Others
169,2,623.16,2,3,3,233,Others
100,7,1810.77,2,5,4,254,Others
135,1,254.82,2,1,2,212,Others
324,1,178.95000000000002,1,1,1,111,Lost
107,1,156.51,2,1,1,211,Others
64,1,393.74,3,1,2,312,Others
151,2,1506.1200000000001,2,3,4,234,Others
338,1,119.3,1,1,1,111,Lost
22,5,1717.36,4,4,4,444,Others
24,1,408.8,4,1,2,412,Others
16,7,2379.49,4,5,5,455,Big Spenders
7,15,2507.07,5,5,5,555,Champions
57,2,721.94,3,3,3,333,Others
4,2,716.57,5,3,3,533,Recent
38,1,615.14,3,1,3,313,Others
66,1,135.31,3,1,1,311,Others
47,1,255.89999999999998,3,1,2,312,Others
355,1,290.51,1,1,2,112,Others
172,1,113.12,2,1,1,211,Others
59,9,2332.15,3,5,5,355,Big Spenders
50,1,240.55,3,1,1,311,Others
22,2,486.69,4,3,2,432,Others
43,5,2306.52,3,4,5,345,Others
29,3,939.78,4,3,3,433,Others
5,18,7943.22,5,5,5,555,Champions
26,15,4668.3,4,5,5,455,Big Spenders
201,1,180.94,1,1,1,111,Lost
51,6,3672.86,3,5,5,355,Big Spenders
10,3,641.94,5,3,3,533,Recent
2,12,4799.9,5,5,5,555,Champions
67,7,4507.01,3,5,5,355,Big Spenders
64,1,496.44,3,1,3,313,Others
51,12,5070.35,3,5,5,355,Big Spenders
290,1,574.02,1,1,3,113,Others
61,8,694.4000000000001,3,5,3,353,Others
64,3,1174.35,3,3,4,334,Others
96,1,205.3,2,1,1,211,Others
274,1,310.47,1,1,2,112,Others
1,91,60767.9,5,5,5,555,Champions
75,4,924.85,2,4,3,243,Others
110,1,52.0,2,1,1,211,Others
199,1,327.97,1,1,2,112,Others
64,2,570.5,3,3,3,333,Others
327,1,165.0,1,1,1,111,Lost
4,1,312.62,5,1,2,512,Recent
284,1,204.5,1,1,1,111,Lost
44,1,267.13,3,1,2,312,Others
71,3,2748.31,3,3,5,335,Others
86,1,679.68,2,1,3,213,Others
104,1,162.29,2,1,1,211,Others
334,1,311.71,1,1,2,112,Others
53,1,208.75,3,1,1,311,Others
39,3,1049.7,3,3,4,334,Others
32,2,714.96,4,3,3,433,Others
366,4,1661.06,1,4,4,144,Others
208,1,1028.56,1,1,4,114,Others
157,3,351.67,2,3,2,232,Others
54,1,173.97,3,1,1,311,Others
66,2,574.07,3,3,3,333,Others
81,1,2020.52,2,1,4,214,Others
130,1,406.09,2,1,2,212,Others
87,1,364.5,2,1,2,212,Others
1,3,563.94,5,3,3,533,Recent
46,1,393.54,3,1,2,312,Others
333,1,252.42000000000002,1,1,2,112,Others
366,1,201.60000000000002,1,1,1,111,Lost
72,1,158.04,3,1,1,311,Others
158,2,473.81,2,3,2,232,Others
373,1,115.65,1,1,1,111,Lost
12,7,1960.1100000000001,5,5,4,554,Loyal
255,2,777.02,1,3,3,133,Others
29,2,277.05,4,3,2,432,Others
31,10,2766.5,4,5,5,455,Big Spenders
5,22,8347.2,5,5,5,555,Champions
40,1,427.93,3,1,2,312,Others
362,1,418.92,1,1,2,112,Others
373,1,326.0,1,1,2,112,Others
96,2,913.19,2,3,3,233,Others
26,7,2314.32,4,5,5,455,Big Spenders
75,2,602.51,2,3,3,233,Others
57,4,1877.59,3,4,4,344,Others
21,1,446.94000000000005,4,1,2,412,Others
41,7,2386.05,3,5,5,355,Big Spenders
137,1,2007.3999999999999,2,1,4,214,Others
8,12,2415.91,5,5,5,555,Champions
129,1,168.0,2,1,1,211,Others
40,3,1233.3600000000001,3,3,4,334,Others
169,7,3703.29,2,5,5,255,Big Spenders
9,5,1690.2600000000002,5,4,4,544,Recent
214,2,596.85,1,3,3,133,Others
15,6,5955.71,4,5,5,455,Big Spenders
170,2,642.41,2,3,3,233,Others
40,1,316.88,3,1,2,312,Others
186,1,394.14,1,1,2,112,Others
270,1,140.54,1,1,1,111,Lost
172,1,500.0,2,1,3,213,Others
5,4,1535.53,5,4,4,544,Recent
16,2,231.86,4,3,1,431,Others
10,4,2183.54,5,4,5,545,Recent
326,1,107.45,1,1,1,111,Lost
113,1,288.18,2,1,2,212,Others
290,1,94.0,1,1,1,111,Lost
16,2,1345.53,4,3,4,434,Others
1,3,815.77,5,3,3,533,Recent
92,5,716.2,2,4,3,243,Others
149,2,626.77,2,3,3,233,Others
189,1,349.1,1,1,2,112,Others
31,2,510.71000000000004,4,3,3,433,Others
34,4,1056.44,3,4,4,344,Others
264,1,267.18,1,1,2,112,Others
84,8,3450.84,2,5,5,255,Big Spenders
26,4,1358.88,4,4,4,444,Others
171,1,190.53,2,1,1,211,Others
10,3,774.9000000000001,5,3,3,533,Recent
313,1,572.8100000000001,1,1,3,113,Others
65,4,3984.32,3,4,5,345,Others
85,1,508.8,2,1,3,213,Others
25,1,135.86,4,1,1,411,Others
59,4,950.36,3,4,4,344,Others
323,2,97.7,1,3,1,131,Others
38,1,43.5,3,1,1,311,Others
254,2,383.34,1,3,2,132,Others
19,5,1447.39,4,4,4,444,Others
33,3,1483.14,4,3,4,434,Others
15,1,93.78,4,1,1,411,Others
27,2,397.35,4,3,2,432,Others
23,1,171.19,4,1,1,411,Others
214,2,533.3,1,3,3,133,Others
8,5,1041.48,5,4,4,544,Recent
22,1,149.29,4,1,1,411,Others
12,3,1122.53,5,3,4,534,Recent
262,1,200.16,1,1,1,111,Lost
131,1,156.57999999999998,2,1,1,211,Others
55,3,383.68,3,3,2,332,Others
249,1,594.0,1,1,3,113,Others
2,7,3236.91,5,5,5,555,Champions
9,2,1418.26,5,3,4,534,Recent
264,1,113.5,1,1,1,111,Lost
331,1,155.17,1,1,1,111,Lost
313,1,494.64,1,1,3,113,Others
26,3,974.52,4,3,4,434,Others
30,1,429.84,4,1,2,412,Others
30,3,538.73,4,3,3,433,Others
2,7,1388.37,5,5,4,554,Loyal
362,1,179.1,1,1,1,111,Lost
283,3,447.22,1,3,2,132,Others
262,1,237.07,1,1,1,111,Lost
25,1,161.64,4,1,1,411,Others
354,1,216.76,1,1,1,111,Lost
94,3,234.6,2,3,1,231,Others
29,1,126.14,4,1,1,411,Others
338,1,1048.85,1,1,4,114,Others
20,18,7354.62,4,5,5,455,Big Spenders
85,1,334.53,2,1,2,212,Others
9,3,524.88,5,3,3,533,Recent
51,2,467.51,3,3,2,332,Others
50,2,538.55,3,3,3,333,Others
2,1,469.48,5,1,2,512,Recent
113,1,371.56,2,1,2,212,Others
14,7,1771.2,4,5,4,454,Others
77,1,454.10999999999996,2,1,2,212,Others
40,2,1441.42,3,3,4,334,Others
116,1,905.5,2,1,3,213,Others
16,12,11054.96,4,5,5,455,Big Spenders
161,4,233.81,2,4,1,241,Others
1,4,3594.31,5,4,5,545,Recent
30,3,2575.0,4,3,5,435,Others
93,1,91.32000000000001,2,1,1,211,Others
23,3,1134.28,4,3,4,434,Others
95,6,3100.09,2,5,5,255,Big Spenders
28,2,659.4599999999999,4,3,3,433,Others
33,5,2001.8,4,4,4,444,Others
21,2,1299.23,4,3,4,434,Others
18,2,1262.2,4,3,4,434,Others
3,27,13316.4,5,5,5,555,Champions
8,4,1131.56,5,4,4,544,Recent
16,12,10384.93,4,5,5,455,Big Spenders
363,1,147.09,1,1,1,111,Lost
81,1,52.83,2,1,1,211,Others
53,5,3610.96,3,4,5,345,Others
23,3,979.26,4,3,4,434,Others
172,1,492.36,2,1,3,213,Others
189,6,1000.27,1,5,4,154,Others
331,1,250.0,1,1,1,111,Lost
12,5,909.23,5,4,3,543,Recent
156,2,121.0,2,3,1,231,Others
33,19,14758.220000000001,4,5,5,455,Big Spenders
12,11,4139.46,5,5,5,555,Champions
45,3,62.43,3,3,1,331,Others
233,1,267.03,1,1,2,112,Others
64,8,1942.45,3,5,4,354,Others
2,1,343.5,5,1,2,512,Recent
40,8,3000.2,3,5,5,355,Big Spenders
33,2,398.84,4,3,2,432,Others
84,1,412.01000000000005,2,1,2,212,Others
25,1,440.0,4,1,2,412,Others
2,3,825.92,5,3,3,533,Recent
33,2,148.44,4,3,1,431,Others
19,8,2429.78,4,5,5,455,Big Spenders
254,1,229.33,1,1,1,111,Lost
23,11,3995.23,4,5,5,455,Big Spenders
22,4,1502.35,4,4,4,444,Others
8,2,2007.44,5,3,4,534,Recent
25,4,1580.93,4,4,4,444,Others
19,3,807.57,4,3,3,433,Others
173,4,536.4,2,4,3,243,Others
163,1,110.92,2,1,1,211,Others
7,1,538.46,5,1,3,513,Recent
11,1,213.3,5,1,1,511,Recent
114,1,85.13000000000001,2,1,1,211,Others
288,1,127.86,1,1,1,111,Lost
9,9,3546.71,5,5,5,555,Champions
54,2,292.71999999999997,3,3,2,332,Others
7,14,4954.84,5,5,5,555,Champions
77,3,1693.26,2,3,4,234,Others
4,4,575.63,5,4,3,543,Recent
37,1,436.06,3,1,2,312,Others
217,1,90.12,1,1,1,111,Lost
60,1,437.23,3,1,2,312,Others
278,1,217.2,1,1,1,111,Lost
12,16,4805.17,5,5,5,555,Champions
24,1,279.77,4,1,2,412,Others
29,1,473.65000000000003,4,1,2,412,Others
12,4,800.59,5,4,3,543,Recent
352,1,134.55,1,1,1,111,Lost
22,4,1400.44,4,4,4,444,Others
50,2,173.16,3,3,1,331,Others
19,1,186.01,4,1,1,411,Others
3,3,758.29,5,3,3,533,Recent
104,5,1375.71,2,4,4,244,Others
7,12,4165.52,5,5,5,555,Champions
12,4,650.4300000000001,5,4,3,543,Recent
5,7,2552.86,5,5,5,555,Champions
32,2,607.45,4,3,3,433,Others
178,4,702.25,2,4,3,243,Others
38,1,940.6700000000001,3,1,3,313,Others
151,3,258.88,2,3,2,232,Others
162,1,127.1,2,1,1,211,Others
69,2,348.6,3,3,2,332,Others
121,13,3679.9700000000003,2,5,5,255,Big Spenders
25,3,682.9100000000001,4,3,3,433,Others
24,4,725.11,4,4,3,443,Others
177,1,455.3,2,1,2,212,Others
50,4,913.6800000000001,3,4,3,343,Others
256,3,478.53000000000003,1,3,2,132,Others
47,1,388.58,3,1,2,312,Others
71,1,199.8,3,1,1,311,Others
16,5,1771.78,4,4,4,444,Others
101,5,1406.59,2,4,4,244,Others
35,1,324.57,3,1,2,312,Others
53,1,240.68,3,1,1,311,Others
27,2,761.74,4,3,3,433,Others
11,14,6776.56,5,5,5,555,Champions
8,9,1297.8700000000001,5,5,4,554,Loyal
79,1,48.480000000000004,2,1,1,211,Others
52,1,216.39,3,1,1,311,Others
36,5,1198.23,3,4,4,344,Others
61,9,2920.16,3,5,5,355,Big Spenders
337,1,104.76,1,1,1,111,Lost
28,4,1093.68,4,4,4,444,Others
184,1,298.48,1,1,2,112,Others
52,1,112.46000000000001,3,1,1,311,Others
10,13,1591.45,5,5,4,554,Loyal
36,2,195.15,3,3,1,331,Others
10,23,10399.74,5,5,5,555,Champions
33,4,776.851,4,4,3,443,Others
11,1,336.40000000000003,5,1,2,512,Recent
57,3,1553.18,3,3,4,334,Others
4,4,1293.03,5,4,4,544,Recent
43,9,3709.56,3,5,5,355,Big Spenders
141,1,301.03,2,1,2,212,Others
117,4,588.13,2,4,3,243,Others
104,4,1534.26,2,4,4,244,Others
75,2,675.8,2,3,3,233,Others
5,9,2870.2400000000002,5,5,5,555,Champions
45,2,1186.35,3,3,4,334,Others
16,8,3285.31,4,5,5,455,Big Spenders
17,1,243.55,4,1,1,411,Others
90,2,724.76,2,3,3,233,Others
53,1,223.36,3,1,1,311,Others
134,1,425.32,2,1,2,212,Others
4,15,12515.66,5,5,5,555,Champions
105,4,1887.2,2,4,4,244,Others
192,3,664.0,1,3,3,133,Others
166,4,813.0,2,4,3,243,Others
19,1,612.01,4,1,3,413,Others
158,3,447.64000000000004,2,3,2,232,Others
204,2,657.35,1,3,3,133,Others
336,2,816.0,1,3,3,133,Others
37,3,646.3,3,3,3,333,Others
91,1,337.74,2,1,2,212,Others
93,2,877.4399999999999,2,3,3,233,Others
9,2,922.53,5,3,3,533,Recent
243,1,560.67,1,1,3,113,Others
45,4,748.5,3,4,3,343,Others
23,1,30.0,4,1,1,411,Others
190,5,1024.1000000000001,1,4,4,144,Others
44,1,306.45,3,1,2,312,Others
25,9,1600.86,4,5,4,454,Others
317,2,309.8,1,3,2,132,Others
106,1,138.14,2,1,1,211,Others
51,1,386.43,3,1,2,312,Others
168,2,2242.01,2,3,5,235,Others
40,1,301.32,3,1,2,312,Others
218,1,76.32000000000001,1,1,1,111,Lost
40,4,684.34,3,4,3,343,Others
297,1,173.05,1,1,1,111,Lost
19,7,2657.13,4,5,5,455,Big Spenders
88,4,2881.02,2,4,5,245,Others
73,5,2446.6,2,4,5,245,Others
81,3,323.69,2,3,2,232,Others
19,3,3435.76,4,3,5,435,Others
49,1,657.23,3,1,3,313,Others
53,1,352.7,3,1,2,312,Others
24,4,781.28,4,4,3,443,Others
9,3,1333.68,5,3,4,534,Recent
25,5,1426.16,4,4,4,444,Others
117,1,193.75,2,1,1,211,Others
9,9,2993.1,5,5,5,555,Champions
120,2,254.1,2,3,2,232,Others
4,2,239.76,5,3,1,531,Recent
252,1,136.8,1,1,1,111,Lost
28,1,191.04,4,1,1,411,Others
1,14,6479.4,5,5,5,555,Champions
267,2,409.98,1,3,2,132,Others
33,8,2736.46,4,5,5,455,Big Spenders
18,1,309.65,4,1,2,412,Others
172,2,696.68,2,3,3,233,Others
2,4,1542.14,5,4,4,544,Recent
265,1,211.5,1,1,1,111,Lost
140,4,2293.62,2,4,5,245,Others
201,1,143.1,1,1,1,111,Lost
64,4,1060.56,3,4,4,344,Others
35,4,945.58,3,4,4,344,Others
41,7,3364.2400000000002,3,5,5,355,Big Spenders
284,1,133.25,1,1,1,111,Lost
9,5,1072.3600000000001,5,4,4,544,Recent
143,2,356.7,2,3,2,232,Others
12,2,330.88,5,3,2,532,Recent
146,4,1118.81,2,4,4,244,Others
234,1,150.3,1,1,1,111,Lost
33,13,5045.61,4,5,5,455,Big Spenders
24,1,598.73,4,1,3,413,Others
12,1,507.08,5,1,3,513,Recent
36,5,2222.56,3,4,5,345,Others
365,1,203.1,1,1,1,111,Lost
201,2,218.25,1,3,1,131,Others
15,1,415.25,4,1,2,412,Others
17,7,5178.96,4,5,5,455,Big Spenders
213,1,85.0,1,1,1,111,Lost
66,3,1120.88,3,3,4,334,Others
212,2,294.12,1,3,2,132,Others
283,1,162.3,1,1,1,111,Lost
115,2,1339.45,2,3,4,234,Others
15,8,1205.1200000000001,4,5,4,454,Others
19,16,4812.42,4,5,5,455,Big Spenders
66,1,449.12,3,1,2,312,Others
49,1,154.88,3,1,1,311,Others
16,4,784.46,4,4,3,443,Others
78,1,34.8,2,1,1,211,Others
19,4,1094.59,4,4,4,444,Others
134,1,196.88,2,1,1,211,Others
13,3,974.04,5,3,4,534,Recent
40,1,149.31,3,1,1,311,Others
235,3,44534.3,1,3,5,135,Others
3,8,2465.48,5,5,5,555,Champions
40,7,2637.38,3,5,5,355,Big Spenders
305,1,79.2,1,1,1,111,Lost
51,3,458.57,3,3,2,332,Others
10,6,2364.25,5,5,5,555,Champions
61,4,532.96,3,4,3,343,Others
66,2,714.42,3,3,3,333,Others
25,1,205.25,4,2,1,421,Others
218,3,253.04,1,3,2,132,Others
65,2,583.75,3,3,3,333,Others
32,2,1086.92,4,3,4,434,Others
88,6,3279.97,2,5,5,255,Big Spenders
64,1,315.06,3,2,2,322,Others
116,3,621.8299999999999,2,4,3,243,Others
7,26,56252.72,5,5,5,555,Champions
6,1,635.6800000000001,5,2,3,523,Recent
69,1,270.8,3,2,2,322,Others
245,1,104.9,1,2,1,121,Others
133,1,241.62,2,2,1,221,Others
241,4,1047.11,1,4,4,144,Others
184,3,475.28000000000003,1,4,2,142,Others
25,3,345.46,4,4,2,442,Others
10,3,2614.7400000000002,5,4,5,545,Recent
11,1,246.3,5,2,1,521,Recent
33,5,2328.9700000000003,4,4,5,445,Others
46,3,4932.2,3,4,5,345,Others
26,3,948.05,4,4,4,444,Others
358,1,351.3,1,2,2,122,Others
10,1,220.85,5,2,1,521,Recent
44,2,1612.69,3,3,4,334,Others
15,3,965.61,4,4,4,444,Others
150,1,610.01,2,2,3,223,Others
1,8,2711.56,5,5,5,555,Champions
113,4,2207.4,2,4,5,245,Others
76,3,884.14,2,4,3,243,Others
107,2,699.08,2,3,3,233,Others
46,3,1063.95,3,4,4,344,Others
143,1,451.42,2,2,2,222,Others
51,1,415.82000000000005,3,2,2,322,Others
1,13,4206.39,5,5,5,555,Champions
23,17,5528.4800000000005,4,5,5,455,Big Spenders
46,3,784.58,3,4,3,343,Others
50,3,903.9,3,4,3,343,Others
306,4,3734.9700000000003,1,4,5,145,Others
36,5,515.77,3,4,3,343,Others
79,4,1391.98,2,4,4,244,Others
22,6,2218.62,4,5,5,455,Big Spenders
107,5,1801.14,2,4,4,244,Others
208,2,1303.9099999999999,1,3,4,134,Others
17,4,1945.33,4,4,4,444,Others
64,5,2100.6,3,4,5,345,Others
49,4,1905.45,3,4,4,344,Others
320,1,206.98,1,2,1,121,Others
44,2,570.96,3,3,3,333,Others
3,2,885.47,5,3,3,533,Recent
372,1,15.0,1,2,1,121,Others
172,1,532.94,2,2,3,223,Others
56,3,1654.31,3,4,4,344,Others
73,14,1836.0900000000001,2,5,4,254,Others
99,2,636.14,2,3,3,233,Others
38,1,576.0,3,2,3,323,Others
58,3,801.76,3,4,3,343,Others
254,1,836.79,1,2,3,123,Others
70,4,2233.75,3,4,5,345,Others
44,4,954.09,3,4,4,344,Others
50,1,137.37,3,2,1,321,Others
65,1,391.98,3,2,2,322,Others
11,19,33643.08,5,5,5,555,Champions
33,3,1048.49,4,4,4,444,Others
59,2,355.56,3,3,2,332,Others
73,4,1224.06,2,4,4,244,Others
304,1,118.95000000000002,1,2,1,121,Others
46,1,130.73999999999998,3,2,1,321,Others
18,8,3711.77,4,5,5,455,Big Spenders
38,2,389.27,3,3,2,332,Others
19,2,238.85,4,3,1,431,Others
187,2,160.71,1,3,1,131,Others
52,1,110.8,3,2,1,321,Others
4,12,2974.65,5,5,5,555,Champions
137,5,712.24,2,4,3,243,Others
4,27,16387.57,5,5,5,555,Champions
19,1,297.0,4,2,2,422,Others
16,5,1438.85,4,4,4,444,Others
41,8,977.21,3,5,4,354,Others
12,8,3165.36,5,5,5,555,Champions
8,4,832.88,5,4,3,543,Recent
26,2,68.84,4,3,1,431,Others
22,6,1936.3200000000002,4,5,4,454,Others
41,3,895.13,3,4,3,343,Others
101,1,230.53,2,2,1,221,Others
5,15,3812.64,5,5,5,555,Champions
277,2,149.64,1,3,1,131,Others
33,1,354.09000000000003,4,2,2,422,Others
15,2,360.93,4,3,2,432,Others
64,7,4405.88,3,5,5,355,Big Spenders
2,2,493.28,5,3,3,533,Recent
369,1,343.28000000000003,1,2,2,122,Others
312,5,501.39000000000004,1,4,3,143,Others
199,4,516.36,1,4,3,143,Others
2,2,396.48,5,3,2,532,Recent
93,3,379.35,2,4,2,242,Others
60,1,181.09,3,2,1,321,Others
81,1,168.31,2,2,1,221,Others
157,2,446.87,2,3,2,232,Others
227,1,524.52,1,2,3,123,Others
253,2,263.55,1,3,2,132,Others
150,1,179.17,2,2,1,221,Others
194,2,222.05,1,3,1,131,Others
1,5,1388.88,5,4,4,544,Recent
369,1,56.25,1,2,1,121,Others
24,1,351.11,4,2,2,422,Others
17,3,363.88,4,4,2,442,Others
10,7,5126.76,5,5,5,555,Champions
8,1,164.68,5,2,1,521,Recent
20,7,1567.69,4,5,4,454,Others
4,3,967.45,5,4,4,544,Recent
174,1,191.94,2,2,1,221,Others
1,8,1232.18,5,5,4,554,Loyal
178,2,264.62,2,3,2,232,Others
16,8,1528.09,4,5,4,454,Others
248,1,123.1,1,2,1,121,Others
191,2,334.23,1,3,2,132,Others
20,2,639.89,4,3,3,433,Others
154,4,167.5,2,4,1,241,Others
173,1,336.03000000000003,2,2,2,222,Others
373,1,369.5,1,2,2,122,Others
373,1,127.08,1,2,1,121,Others
194,1,207.15,1,2,1,121,Others
67,1,426.63,3,2,2,322,Others
4,8,2495.87,5,5,5,555,Champions
21,3,1107.46,4,4,4,444,Others
239,2,416.86,1,3,2,132,Others
64,1,145.35,3,2,1,321,Others
112,5,404.58,2,4,2,242,Others
90,15,6115.01,2,5,5,255,Big Spenders
311,1,35.8,1,2,1,121,Others
134,1,337.44,2,2,2,222,Others
277,1,325.1,1,2,2,122,Others
365,1,181.0,1,2,1,121,Others
83,1,1708.24,2,2,4,224,Others
8,2,955.24,5,3,4,534,Recent
17,2,364.72,4,3,2,432,Others
32,4,1765.51,4,4,4,444,Others
9,2,708.22,5,3,3,533,Recent
34,4,806.57,3,4,3,343,Others
15,8,1659.3799999999999,4,5,4,454,Others
24,14,4416.26,4,5,5,455,Big Spenders
32,1,428.89,4,2,2,422,Others
74,1,104.35,2,2,1,221,Others
20,2,470.76,4,3,2,432,Others
17,4,845.64,4,4,3,443,Others
23,2,418.83,4,3,2,432,Others
3,3,666.1,5,4,3,543,Recent
304,1,314.1,1,2,2,122,Others
18,12,4199.85,4,5,5,455,Big Spenders
367,1,307.82000000000005,1,2,2,122,Others
39,7,3442.15,3,5,5,355,Big Spenders
84,1,371.01,2,2,2,222,Others
165,2,430.94,2,3,2,232,Others
17,2,1054.73,4,3,4,434,Others
77,1,1098.78,2,2,4,224,Others
89,3,2398.86,2,4,5,245,Others
25,8,3408.48,4,5,5,455,Big Spenders
22,4,1475.02,4,4,4,444,Others
3,10,2837.67,5,5,5,555,Champions
123,2,1142.42,2,3,4,234,Others
30,1,168.12,4,2,1,421,Others
12,7,1451.28,5,5,4,554,Loyal
19,1,158.03,4,2,1,421,Others
44,2,792.11,3,3,3,333,Others
4,1,41.989999999999995,5,2,1,521,Recent
9,7,2797.57,5,5,5,555,Champions
55,1,427.07,3,2,2,322,Others
88,6,1060.68,2,5,4,254,Others
37,5,3089.97,3,4,5,345,Others
3,3,12393.7,5,4,5,545,Recent
30,5,2735.37,4,4,5,445,Others
12,4,615.39,5,4,3,543,Recent
211,1,101.4,1,2,1,121,Others
48,4,1701.94,3,4,4,344,Others
24,3,478.78,4,4,2,442,Others
22,4,992.71,4,4,4,444,Others
246,3,407.5,1,4,2,142,Others
8,16,3362.71,5,5,5,555,Champions
35,3,1415.29,3,4,4,344,Others
4,47,37130.6,5,5,5,555,Champions
38,3,662.38,3,4,3,343,Others
4,3,705.39,5,4,3,543,Recent
3,8,1508.76,5,5,4,554,Loyal
47,1,211.88,3,2,1,321,Others
39,2,408.90000000000003,3,3,2,332,Others
47,9,3786.2400000000002,3,5,5,355,Big Spenders
17,3,851.01,4,4,3,443,Others
260,1,628.28,1,2,3,123,Others
46,3,719.81,3,4,3,343,Others
12,1,251.24,5,2,2,522,Recent
30,1,439.65999999999997,4,2,2,422,Others
43,1,236.09,3,2,1,321,Others
92,6,934.62,2,5,3,253,Others
39,63,81024.84,3,5,5,355,Big Spenders
310,1,331.24,1,2,2,122,Others
92,2,548.94,2,3,3,233,Others
6,20,8816.4,5,5,5,555,Champions
196,3,437.7,1,4,2,142,Others
87,2,758.92,2,3,3,233,Others
270,3,855.02,1,4,3,143,Others
8,3,471.78000000000003,5,4,2,542,Recent
65,3,1313.55,3,4,4,344,Others
31,3,3166.4,4,4,5,445,Others
22,5,1197.27,4,4,4,444,Others
38,4,773.99,3,4,3,343,Others
120,4,1340.7,2,4,4,244,Others
373,2,256.44,1,3,2,132,Others
40,3,1111.79,3,4,4,344,Others
174,1,137.9,2,2,1,221,Others
54,1,362.06,3,2,2,322,Others
33,2,1511.95,4,3,4,434,Others
145,1,783.9,2,2,3,223,Others
221,1,134.8,1,2,1,121,Others
45,1,664.85,3,2,3,323,Others
16,7,2263.12,4,5,5,455,Big Spenders
66,6,1459.8600000000001,3,5,4,354,Others
10,4,1153.62,5,4,4,544,Recent
260,1,335.32,1,2,2,122,Others
365,1,372.09,1,2,2,122,Others
17,5,1521.87,4,4,4,444,Others
22,2,852.15,4,3,3,433,Others
45,1,326.24,3,2,2,322,Others
288,1,584.3199999999999,1,2,3,123,Others
297,1,122.39999999999999,1,2,1,121,Others
